learning_rate,best_accuracy,final_accuracy,f1_score
1e-05,0.9647435897435898,0.9647435897435898,0.9646798146427061
5e-05,0.9727564102564102,0.967948717948718,0.9679163302870177
0.0001,0.9727564102564102,0.9727564102564102,0.9726761640338808
0.0005,0.9743589743589743,0.9631410256410257,0.9632213502391082
0.001,0.9743589743589743,0.9663461538461539,0.9663486366581381
0.005,0.9775641025641025,0.9663461538461539,0.9663882589379336
0.01,0.9759615384615384,0.9631410256410257,0.9630305355605069
