batch_size,best_accuracy,final_accuracy,f1_score
8,0.969551282051282,0.9647435897435898,0.9646864919112318
16,0.969551282051282,0.9663461538461539,0.9663049544561481
32,0.967948717948718,0.9647435897435898,0.9646678885642616
64,0.9647435897435898,0.9583333333333334,0.958263491337516
128,0.9647435897435898,0.9615384615384616,0.961464575317932
256,0.9599358974358975,0.9583333333333334,0.9581757042263118
